;Run;AssemblyName;bases;size_MB;LibraryLayout;BioSample;ScientificName;LibraryStrategy;LibrarySelection;LibrarySource;Sex;Analyte_Type;Histological_Type;Body_Site;Tissue;Dev
30701;SRR9622183;;1014284752;419;SINGLE;SAMN12171952;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30702;SRR9622184;;1065130956;434;SINGLE;SAMN12171951;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30703;SRR9622185;;1178398772;473;SINGLE;SAMN12171950;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30704;SRR9622186;;644974076;260;SINGLE;SAMN12171949;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30705;SRR9622187;;1381621480;564;SINGLE;SAMN12171948;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30706;SRR9622188;;1190458756;482;SINGLE;SAMN12171947;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30707;SRR9622189;;1084076996;442;SINGLE;SAMN12171946;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30708;SRR9622190;;1247236988;508;SINGLE;SAMN12171945;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30709;SRR9622191;;1087572236;441;SINGLE;SAMN12171944;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30710;SRR9622192;;940581472;386;SINGLE;SAMN12171943;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30711;SRR9622193;;959397628;394;SINGLE;SAMN12171942;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30712;SRR9622194;;1373668764;534;SINGLE;SAMN12171941;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30713;SRR9622195;;1148588076;462;SINGLE;SAMN12171940;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30714;SRR9622196;;1111608300;448;SINGLE;SAMN12171939;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30715;SRR9622197;;1598633096;647;SINGLE;SAMN12171938;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30716;SRR9622198;;1765857416;719;SINGLE;SAMN12171937;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30717;SRR9622199;;965006504;392;SINGLE;SAMN12171987;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30718;SRR9622200;;1392546556;546;SINGLE;SAMN12171986;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30719;SRR9622201;;1501511556;609;SINGLE;SAMN12171985;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30720;SRR9622202;;842888260;345;SINGLE;SAMN12171984;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30721;SRR9622203;;968518920;382;SINGLE;SAMN12171983;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30722;SRR9622204;;862252224;358;SINGLE;SAMN12171982;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30723;SRR9622205;;1163525724;476;SINGLE;SAMN12171981;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30724;SRR9622216;;707549284;287;SINGLE;SAMN12171980;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30725;SRR9622217;;738716276;301;SINGLE;SAMN12171979;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30726;SRR9622218;;811529444;332;SINGLE;SAMN12172056;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30727;SRR9622219;;1045992028;427;SINGLE;SAMN12172055;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30728;SRR9622220;;731380604;296;SINGLE;SAMN12172054;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30729;SRR9622221;;864867916;337;SINGLE;SAMN12172053;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30730;SRR9622222;;865053356;350;SINGLE;SAMN12172098;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30731;SRR9622223;;813157744;330;SINGLE;SAMN12172097;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30732;SRR9622224;;648920148;262;SINGLE;SAMN12172096;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30733;SRR9622225;;958720772;392;SINGLE;SAMN12172095;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30734;SRR9622226;;789426820;322;SINGLE;SAMN12172094;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30735;SRR9622227;;995972704;409;SINGLE;SAMN12172093;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30736;SRR9622228;;844968000;331;SINGLE;SAMN12172092;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30737;SRR11290199;;421011282;144;SINGLE;SAMN14356366;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole organism;NA
30738;SRR11290198;;1586638801;529;SINGLE;SAMN14356367;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole organism;NA
30739;SRR11290201;;329850136;125;SINGLE;SAMN14356364;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole organism;NA
30740;SRR11290200;;683698692;272;SINGLE;SAMN14356365;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole organism;NA
30742;SRR9622295;;1423892148;570;SINGLE;SAMN12171894;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30743;SRR9622296;;1513265336;611;SINGLE;SAMN12171893;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30744;SRR9622297;;1466872732;586;SINGLE;SAMN12171892;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30745;SRR9622298;;1248007400;502;SINGLE;SAMN12171891;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30746;SRR9622299;;1662526524;671;SINGLE;SAMN12171890;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30747;SRR9622300;;1589709328;642;SINGLE;SAMN12171889;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30748;SRR9622301;;1679672960;676;SINGLE;SAMN12172046;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30749;SRR9622302;;836178220;339;SINGLE;SAMN12172045;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30750;SRR9622303;;1633722904;635;SINGLE;SAMN12172044;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30751;SRR9622304;;1608072676;643;SINGLE;SAMN12172043;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30752;SRR9622305;;1066441044;433;SINGLE;SAMN12172042;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30753;SRR9622306;;1444680656;586;SINGLE;SAMN12172041;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30754;SRR9622307;;1443251856;582;SINGLE;SAMN12172040;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30755;SRR9622308;;1255048420;515;SINGLE;SAMN12172039;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30756;SRR9622126;;1045451136;410;SINGLE;SAMN12172038;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30757;SRR9622127;;1230486436;501;SINGLE;SAMN12172037;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30758;SRR9622128;;1004889480;410;SINGLE;SAMN12172036;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30759;SRR9622129;;1189769056;487;SINGLE;SAMN12172035;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30760;SRR9622130;;1138047104;462;SINGLE;SAMN12172034;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30761;SRR9622131;;837366860;339;SINGLE;SAMN12172033;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30762;SRR9622132;;1208930860;489;SINGLE;SAMN12172032;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30763;SRR9622133;;1148118320;465;SINGLE;SAMN12172031;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30764;SRR9622134;;1239658192;497;SINGLE;SAMN12172072;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30765;SRR9622135;;958566948;391;SINGLE;SAMN12172071;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30766;SRR9622136;;1442212252;580;SINGLE;SAMN12172070;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30767;SRR9622137;;1279410220;520;SINGLE;SAMN12172069;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30768;SRR9622138;;989395360;403;SINGLE;SAMN12172066;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30769;SRR9622139;;917124300;378;SINGLE;SAMN12172065;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30770;SRR9622140;;1249356704;489;SINGLE;SAMN12172064;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30771;SRR9622141;;1155366820;473;SINGLE;SAMN12172063;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30772;SRR9622142;;1157012448;455;SINGLE;SAMN12172062;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30773;SRR9622143;;892793508;363;SINGLE;SAMN12172061;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30774;SRR9622144;;1204253592;492;SINGLE;SAMN12172060;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30775;SRR9622145;;1050326536;426;SINGLE;SAMN12172059;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30776;SRR9622146;;936136232;383;SINGLE;SAMN12172058;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30777;SRR9622147;;1132274524;455;SINGLE;SAMN12172057;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30778;SRR9622148;;1244182396;501;SINGLE;SAMN12171978;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30779;SRR9622149;;1140469072;463;SINGLE;SAMN12171977;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30780;SRR9622150;;1307652504;522;SINGLE;SAMN12171976;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30781;SRR9622151;;1393554088;566;SINGLE;SAMN12171975;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30782;SRR9622152;;1410197708;551;SINGLE;SAMN12171974;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30783;SRR9622153;;1038759108;425;SINGLE;SAMN12171972;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30784;SRR9622154;;1351167216;526;SINGLE;SAMN12171971;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30785;SRR9622155;;977709144;387;SINGLE;SAMN12171970;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30786;SRR9622156;;1144399032;466;SINGLE;SAMN12171973;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30787;SRR9622157;;1048756984;410;SINGLE;SAMN12171969;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30788;SRR9622158;;979354164;399;SINGLE;SAMN12171968;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30789;SRR9622159;;1186835380;466;SINGLE;SAMN12171967;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30790;SRR9622160;;982788376;401;SINGLE;SAMN12171966;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30791;SRR9622161;;945342188;372;SINGLE;SAMN12171965;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30792;SRR9622162;;1058628092;415;SINGLE;SAMN12171964;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30793;SRR9622163;;720631468;297;SINGLE;SAMN12171963;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30794;SRR9622164;;1458395464;575;SINGLE;SAMN12171962;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30795;SRR9622165;;830217236;341;SINGLE;SAMN12172009;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30796;SRR9622166;;1034912672;418;SINGLE;SAMN12172008;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30797;SRR9622167;;901624328;367;SINGLE;SAMN12172007;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30798;SRR9622168;;791520468;325;SINGLE;SAMN12172006;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30799;SRR9622169;;1078129464;439;SINGLE;SAMN12172005;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30800;SRR9622170;;1073450752;434;SINGLE;SAMN12172004;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30801;SRR9622171;;940930844;380;SINGLE;SAMN12172003;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30803;SRR9622235;;1861530016;749;SINGLE;SAMN12172023;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30804;SRR9622236;;975869260;403;SINGLE;SAMN12172022;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30805;SRR9622237;;1435930700;586;SINGLE;SAMN12172021;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30806;SRR9622238;;1217226032;501;SINGLE;SAMN12172020;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30807;SRR9622239;;1269959924;508;SINGLE;SAMN12172019;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30808;SRR9622240;;1218851292;494;SINGLE;SAMN12172018;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30809;SRR9622241;;1304793232;530;SINGLE;SAMN12172017;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30810;SRR9622242;;1201494108;487;SINGLE;SAMN12172016;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30811;SRR9622243;;1155056436;465;SINGLE;SAMN12172015;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30812;SRR9622244;;1296620496;524;SINGLE;SAMN12172014;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30813;SRR9622245;;1316747652;535;SINGLE;SAMN12172011;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30814;SRR9622246;;1270075672;494;SINGLE;SAMN12172010;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30815;SRR9622247;;1158470432;453;SINGLE;SAMN12171936;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30816;SRR9622248;;1540828788;630;SINGLE;SAMN12171935;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30817;SRR9622249;;1012078320;397;SINGLE;SAMN12172013;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30818;SRR9622250;;1259203036;519;SINGLE;SAMN12172012;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30819;SRR9622251;;964666024;388;SINGLE;SAMN12171934;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30820;SRR9622252;;847649356;348;SINGLE;SAMN12171933;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30821;SRR9622253;;1544571484;613;SINGLE;SAMN12171932;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30822;SRR9622254;;1610824712;644;SINGLE;SAMN12171931;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30823;SRR9622255;;1000918176;414;SINGLE;SAMN12171930;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30824;SRR9622256;;1151919840;452;SINGLE;SAMN12171929;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30825;SRR9622257;;1816549264;734;SINGLE;SAMN12171928;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30826;SRR9622258;;1682325208;680;SINGLE;SAMN12171927;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30827;SRR9622259;;1094375528;445;SINGLE;SAMN12171926;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30828;SRR9622260;;972676500;398;SINGLE;SAMN12171925;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30829;SRR9622261;;1792033336;699;SINGLE;SAMN12171924;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30830;SRR9622262;;1324297036;529;SINGLE;SAMN12171923;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30831;SRR9622263;;954271580;393;SINGLE;SAMN12171922;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30832;SRR9622264;;1820535312;730;SINGLE;SAMN12171921;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30833;SRR9622265;;693090208;281;SINGLE;SAMN12171920;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30834;SRR9622266;;1374575976;554;SINGLE;SAMN12171919;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30835;SRR9622267;;1191625584;465;SINGLE;SAMN12171918;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30836;SRR9622268;;882618552;363;SINGLE;SAMN12171917;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30837;SRR9622269;;959798908;377;SINGLE;SAMN12171916;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30838;SRR9622270;;1198053968;492;SINGLE;SAMN12171915;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30839;SRR9622271;;860932636;353;SINGLE;SAMN12171914;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30840;SRR9622272;;1172944176;477;SINGLE;SAMN12171913;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30841;SRR9622273;;1111563156;461;SINGLE;SAMN12171912;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30842;SRR9622274;;795327536;327;SINGLE;SAMN12171911;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30843;SRR9622275;;1080779508;435;SINGLE;SAMN12171961;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30844;SRR9622276;;1278426020;516;SINGLE;SAMN12171960;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30845;SRR9622277;;943895224;381;SINGLE;SAMN12171959;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30846;SRR9622278;;1015729512;413;SINGLE;SAMN12171958;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30847;SRR9622279;;1206114528;478;SINGLE;SAMN12171910;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30848;SRR9622280;;1198863900;493;SINGLE;SAMN12171909;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30849;SRR9622281;;1068768848;420;SINGLE;SAMN12171908;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30850;SRR9622282;;843723728;344;SINGLE;SAMN12171907;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30851;SRR9622283;;1511854472;591;SINGLE;SAMN12171906;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30852;SRR9622284;;971077232;394;SINGLE;SAMN12171905;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30853;SRR9622285;;1275130204;522;SINGLE;SAMN12171904;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30854;SRR9622286;;964909452;393;SINGLE;SAMN12171903;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30855;SRR9622287;;1008956468;409;SINGLE;SAMN12171902;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30856;SRR9622288;;898481272;366;SINGLE;SAMN12171901;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30857;SRR9622289;;1014057512;413;SINGLE;SAMN12171900;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30858;SRR9622290;;974568140;390;SINGLE;SAMN12171899;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30859;SRR9622291;;981461340;398;SINGLE;SAMN12171898;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30860;SRR9622292;;1062670836;431;SINGLE;SAMN12171897;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30861;SRR9622293;;919070888;378;SINGLE;SAMN12171896;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30862;SRR9622294;;868371212;352;SINGLE;SAMN12171895;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30864;SRR9622206;;1061075216;432;SINGLE;SAMN12171996;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30865;SRR9622207;;931140904;368;SINGLE;SAMN12171995;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30866;SRR9622208;;892266524;365;SINGLE;SAMN12171994;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30867;SRR9622209;;1079346224;423;SINGLE;SAMN12171993;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30868;SRR9622210;;988169708;388;SINGLE;SAMN12171992;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30869;SRR9622211;;1664439520;675;SINGLE;SAMN12171991;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30870;SRR9622212;;981805544;386;SINGLE;SAMN12171990;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30871;SRR9622213;;949843516;394;SINGLE;SAMN12171989;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30872;SRR9622214;;1048390436;428;SINGLE;SAMN12171988;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30873;SRR9622215;;1338288636;540;SINGLE;SAMN12172030;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30874;SRR9622229;;1150696316;467;SINGLE;SAMN12172029;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30875;SRR9622230;;1184611392;482;SINGLE;SAMN12172028;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30876;SRR9622231;;921351876;374;SINGLE;SAMN12172027;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30877;SRR9622232;;1115943264;446;SINGLE;SAMN12172026;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
